1711674;землѧ;земля;Nb;-s---fn--i;-s---fa--i:земьлю|-s---fl--i:земьли|-s---fd--i:земли,землі,землѣ,землї,ȥемли|-p---fg--i:земель|-s---fi--i:землею|-p---fa--i:землѣ,земли,земля|-p---fd--i:землѧмъ,землꙗмъ,зѣмлꙗмъ,землямъ|-s---fv--i:земле,землѣ|-p---fl--i:землѧхъ|-p---fi--i:землями
1711675;наша;нашь;Ps;1s---fn--i;1s---mn--i:нашь,н҃шь,нашъ,нш҃ь|1s---nd--i:нашему,нашемѹ|1s---md--i:нашему,нашемѹ,нашемꙋ|1s---fl--i:нашеи|1p---mn--i:наши,нашї,н҃ша|1s---fg--i:нашея,нашеꙗ,нашеѧ,нашеи,н҃шеи|1s---ng--i:нашего,нашева|1s---nn--i:наше|1s---ma--i:нашь|1p---mg--i:нашихъ,нашего,н҃шихъ,наших҃|1s---mg--i:нашего,нашегѡ|1s---fa--i:нашю,нашу,н҃шю,нашѹ,нашꙋ|1p---nd--i:нашим|1p---ml--i:нашихъ|1p---fd--i:нашимъ|1s---ml--i:нашемь|1s---na--i:наше,нашѣ|1p---md--i:нашимъ,нашимь,н҃шимъ|1p---fg--i:нашиихъ|1p---mi--i:нашими,нашимы|1p---ng--i:наших|1d---nn--i:наши|1d---fa--i:наши|1p---nl--i:наших|1p---fl--i:нашихъ|1s---nl--i:нашемъ|1s---fd--i:нашей,нашеи|1p---pn--i:наши|1d---nl--i:нашу|1s---fi--i:нашею|1s---mi--i:нашимь|1s---ni--i:нашимъ|1p---fi--i:нашими|3s---ni--i:нашимъ
1711676;велика;великыи;A-;-s---fnpsi;-s---fnpwi:великая,великаѧ,великаꙗ|-s---mipwi:великимъ,великимь,великымъ,великим҃|-s---napwi:великое,вѣликоѥ|-s---mnpsi:великъ,велѣкъ,великы|-s---fapsi:велику,великѹ,великꙋ,велїку|-p---mnpsi:велици,великї,велики,великы,великꙑ|-s---napsi:велико|-p---fapwi:великия,великїа,великыя|-s---flpsi:велицѣ,велици|-s---mgpwi:великааго|-p---mnpwi:великии,велиции,великие,велицїи,великыѧ|-p---mdpwi:великимъ,великьмъ|-s---mnpwi:великии,великыи,великий,Великой,великꙑи,великои,великїй,великїи,велїкии,великый,великій,Великий|-s---mdpwi:великѹѹмѹ|-p---mlpwi:великихъ|-s---mipsi:великомь,великимь,великъмь|-s---fipti:великою,вѣликою|-s---mlpwi:велицѣмь,велицемъ,великомъ|-s---mapsi:великъ|-s---nipsi:великомь|-p---mipsi:велики|-d---nipsi:великыма|-s---mdpsi:велику,великѹ|-s---mapwi:великыи,Великий,великїи,великои,великый|-s---fdpsi:велицѣ|-p---mapwi:великыя,великиѧ,великыи|-s---nipwi:великымъ,великимъ,великꙑмь|-s---fapwi:великую,великѹю,великꙋю|-s---nnpsi:велико|-s---flpwi:велицѣи,вѣликой,велицїи,велиции|-s---ndpsi:велику|-p---mgpwi:великихъ,великыхъ|-p---ngpwi:великых,великих|-s---mlpsi:велицѣ,велице,велици|-p---mapsi:великы,вѣлици,велики|-p---mipwi:великими,великыми|-s---ndpwi:великууму|-d---nnpsi:велицѣ|-s---nlpsi:велицѣ|-p---fnpwi:великїе,великия,великыѧ|-s---fgpwi:великие,великыꙗ,великїа,великыѧ,Великія|-s---fgpsi:великы|-p---nipwi:великыми|-p---napwi:великаѧ,великая|-p---fnpsi:велици|-s---fdpwi:великои,велицѣи|-p---fapsi:велици|-s---nlpwi:великомъ|-s---ngpwi:великого,великаго|-s---nnpwi:великое|-p---nnpwi:великыѧ|-p---ndpwi:великимъ
1711677;и;и;C-;---------n;no distractor
1711678;ѡбилна;обильныи;A-;-s---fnpsi;no distractor
1711679;а;а;C-;---------n;no distractor
1711680;нарѧда;нарядъ;Nb;-s---mg--i;no distractor
1711681;в;въ;R-;---------n;no distractor
1711682;неи;и;Pp;3s---fl--i;3s---mg--i:него,нѣго,нево,негѡ,нѣво,нѥго,ѥ]го|3p---ml--i:нихъ,нихʼ,них҃|3p---md--i:им же|3s---ma--i:нь,не,и҃|3s---md--i:емоу,нему,нѣму,немѹ,нѥмѹ,немȣ,нѥмо,немꙋ,ѥмоу,нѣмѹ,нѣмꙋ|3s---mi--i:нимъ,немъ,нимь,нїмь,ним꙽,дним,нимо|3p---fa--i:нѣ|3s---na--i:е же|3p---mg--i:нихъ,нїхъ,нихʼ|3p---ma--i:ихъ|3s---fi--i:нею,нѣю,нѥю|3p---mi--i:ними.|3p---fg--i:нихъ|3p---ng--i:ихъ|3d---ma--i:нѧ|3d---md--i:нима|3s---ng--i:него|3s---fa--i:ню|3s---ml--i:немь,немъ,нѣмь,нѣмъ,ньмь,нѥмь,немʼ,нем҃|3d---mi--i:нима|3d---mg--i:нее,нею|3p---fl--i:нихъ|3s---ni--i:имь,имъ|3p---fd--i:нимъ|3p---fi--i:ними|3p---nl--i:нихъ|3p---na--i:ѧ,ꙗ|3s---nl--i:немъ,немь,нѥмь|3p---nd--i:нимъ|3p---ni--i:ими|3s---nd--i:емѹ
1711683;нѣтъ;нѣту;V-;---------n;no distractor
1711684;да;да;Df;---------n;no distractor
1711685;поидѣте;поити;V-;2ppma----i;-sspafn-si:пошла|--pna----i:поити|3saia----i:по[и]де|3daia----i:поидоста|2spma----i:поиди,поиді,пѡꙇди|1spia----i:поиду,поидѹ|2spia----i:поидеши|2ppia----i:поидете,поидите|-sspamn-si:ношелъ,пошелъ,пошьлъ|1ppia----i:поидемъ,поидѣмъ,поидем҃|3paia----i:по[идо]ша|3spia----i:поидеть,пѡидеть|1ppma----i:поидемъ|2dpma----i:поидѣта,поидита|1dpma----i:поидевѣ|-supamn-si:пошедъ|-pupamd-wi:пошедшим|-pspamn-si:пошли|3ppia----i:пѡꙇдуть,поидѹть|-pspann-si:пошли|1saia----i:поидохъ|-sspann-si:пошло|-pupamn-si:пошедше|-sppamn-si:поида|3piia----i:поидѧхуть|-pppamn-si:подуче
1711686;кнѧжитъ;къняжити;V-;---u--a--i;3spia----i:кнѧжит|3siia----i:кнѧжаше|3saia----i:кнѧжи|3diia----i:кнѧжаста|3dpia----i:кнѧжита|-sppamn-si:кнѧжа|--pna----i:кнѧжити|-supamn-si:кнѧживъ|2spma----i:кнѧжи|-sppamd-si:кнѧжащю|3ppia----i:кнѧжать
1711687;и;и;C-;---------n;no distractor
1711688;володѣти;володѣти;V-;--pna----i;-pppamd-si:володѣющемъ|3ppia----i:володѣють|-sspamn-si:володѣлъ|-sppamn-si:володѣя
1711689;нами;мы;Pp;1p---mi--i;1p---ml--i:насъ|1p---mn--i:мьы|1p---md--i:намъ,Намъ,нам꙽,намо|1p---qd--i:намъ|1p---qg--i:насъ|1p---ma--i:насъ|1p---qa--i:ны|1p---mg--i:насъ,нас҃,насо|1p---fn--i:мы|1p---fd--i:намъ
1711690;и;и;C-;---------n;no distractor
1711691;изъбраша;избьрати;V-;3paia----i;3saia----i:избьра,из꙽бра,изъбра|3spia----i:исбереть|-puppmn-wi:избрании|-suppmn-wi:избраннои|-puppmi-wi:изʼбранʼными|-puppma-wi:избранныя|--pna----i:ꙇзбирати|-supamn-si:избьравъ,из꙽бравъ|-puppmg-wi:изʼбранʼныхъ|-suppma-si:из꙽бранъ|-suppmd-si:из꙽браннѹ|-suppmn-si:из꙽бранъ,изъбранъ|-sspamn-si:из꙽бралъ|-suppnd-wi:избранномꙋ|-supamn-wi:избравыи|-suppnn-wi:изъбранное|-suppmg-wi:из꙽браннаго|-puppng-wi:изъбранныхъ
1766171;сѧ;себе;Pk;3s---qa--i;3s---qd--i:собѣ,себе,себѣ|3s---md--i:собѣ,себе,собе,себѣ,Себѣ,сѣбѣ|3p---md--i:собѣ,себѣ|3s---ml--i:собѣ,себѣ,себе,СЕБѢ,сѣбѣ,събѣ|3s---qg--i:собе,себе,себѧ,себя|3s---fd--i:собѣ,сѣбе,себѣ,собҍ|3s---mi--i:соб[ою|3s---fi--i:собою|3s---mg--i:себе,собе,собя,себя,собѧ,себѣ,себѧ|3s---qi--i:собою|3s---ql--i:себѣ,собе|3s---fg--i:себѧ,сѣбѧ,себе|3s---fl--i:себѣ,собѣ|3s---fa--i:сїѧ|3p---mi--i:собою|3d---md--i:себе,себѣ|3s---nd--i:си|3s---ni--i:собою|3p---mg--i:себѣ,себе
1766173;г҃;трие;Ma;---------n;-p---fa--i:трїе,трьї|-p---ml--i:трехъ,трьхъ|-p---ma--i:три,г.и|-p---na--i:три,трї|-p---mn--i:трее,трие,триѥ,трїе|-p---nl--i:трехъ|-p---ng--i:трии,г҃·х|-p---fl--i:трехъ|-p---mi--i:треми,трьми|-p---ni--i:г҃·ми,треми|-p---fg--i:трии|-d---mi--i:трема|-p---mg--i:трехъ|-p---nn--i:три|-p---fi--i:трьми,треми|-p---md--i:трїемъ|-p---fn--i:три|-d---ng--i:трею
1711692;братья;братия;Nb;-s---fn--i;-s---fl--i:братьи,братїи|-s---fa--i:братью,братию,братїю,брат҃ю|-s---fd--i:братьи,братьѣ,братье,братии,братїи,брат҃и|-p---fn--i:братьѣ,братиꙗ|-s---fi--i:братьею,братиѥю,братиею,братїею,братьєю,братьѥю|-p---fl--i:братьях|-p---fd--i:братїамъ,братїѧмъ|-p---fi--i:братїѧми
1711693;с;съ;R-;---------n;no distractor
1711694;роды;родъ;Nb;-p---mi--i;-s---mn--i:родъ,Родъ|-s---mi--i:родомъ,родомь,родъмь|-s---ml--i:родѣ,родꙋ,родѹ|-s---mg--i:рода,рада,роду|-s---ma--i:родъ,рѡд꙽|-p---md--i:родомъ|-s---md--i:родоу|-p---mn--i:роди|-p---mg--i:родовъ
1711695;своими;свои;Pt;3p---mi--i;3s---fl--i:своеи,своей,своѥи|3s---ni--i:своимъ,своимь|3s---mi--i:асвоимъ|3p---nl--i:своихъ|3s---mg--i:своего,своѥго,своево,своѥгѡ,своегѡ,своєго|3s---ml--i:своемь,своемъ,своѥмь,своѥмъ|3s---ma--i:свои,свой,свої,свѡи|3s---nn--i:свое,своѥ|3s---na--i:свое,своѥ,своe|3p---ma--i:свои,своя,своѣ,своѧ,своꙗ,своѥ|3p---mg--i:своихъ,своих҃|3p---fd--i:своимъ|3p---md--i:своимъ|3s---fg--i:своеіѧ|3p---fa--i:своѥꙗ|3s---md--i:своѥмоу|3p---na--i:своя,свои,своѧ,своꙗ,своа|3d---ma--i:своя,свои,своꙗ,своѧ|3p---fg--i:своихъ|3s---fd--i:своеи,своѥи,своей,своєи|3s---fa--i:свою|3s---ng--i:своего,своѥго,своѥгъ|3p---ml--i:своихъ|3p---ng--i:своихъ|3s---fi--i:своею,своѥю,своєю|3s---mn--i:своимь|3d---fi--i:своима|3d---fg--i:своею,своѥю|3d---fa--i:свои,свої|3p---mn--i:свои|3s---nl--i:своемъ,своемь,своѥмъ,своѥмь|3d---ni--i:своима|3d---fd--i:своима|3s---fn--i:своя,своѧ,своꙗ,свъѧ|3s---nd--i:свосемѹ|3d---na--i:свои|3d---mg--i:своею,своѥю|3d---md--i:своима|3d---mi--i:своима|3p---fl--i:своихъ,своеих|3d---ng--i:своею|3d---fl--i:своѥю,своею|3p---fn--i:свои|3p---nd--i:своимъ|3d---nl--i:своею|3d---ml--i:своею
1711696;пояша;пояти;V-;3paia----i;-supamn-si:поимъ,поемъ|3saia----i:поꙗтъ|3ppia----i:поимуть,поимѹть|1ppma----i:поимемъ|-supafn-si:поимъши|--pna----i:пояти,поꙗти,поѧти|-sspamn-si:поялъ,поꙗлъ,поѧлъ|2spma----i:поими|-pupamn-si:поимше,поемше|2ppma----i:поимѣте|1saia----i:пояхъ|1paia----i:пояхом|3spia----i:пѡꙇиметь|-sppamn-si:поима|1spia----i:поимꙋ
1711697;по;по;R-;---------n;no distractor
1711698;собѣ;себе;Pk;3s---ml--i;3s---qa--i:стѧ,сиѧ,с꙽ѧ|3p---ma--i:сѧ|3s---ma--i:собѧ,себѧ|3s---qg--i:собе,себе,себѧ,себя|3s---mi--i:соб[ою|3s---fi--i:собою|3s---mg--i:себе,собе,собя,себя,собѧ,себѣ,себѧ|3s---qi--i:собою|3s---ql--i:себѣ,собе|3s---fg--i:себѧ,сѣбѧ,себе|3s---fa--i:сїѧ|3p---mi--i:собою|3d---md--i:себе,себѣ|3s---nd--i:си|3s---ni--i:собою|3p---mg--i:себѣ,себе
1711699;всю;вьсь;Px;-s---fa--i;-p---ma--i:въсѧ,вьсꙗ,вьсѧ|-p---mn--i:вьси,в꙽си,вохи|-s---fd--i:вьсеи,все и|-p---na--i:вьсѧ,вьсꙗ|-s---na--i:вьсе,вохо|-p---fn--i:вси,всѣ,все|-s---nn--i:вьсе|-p---ml--i:всѣхъ|-s---fn--i:вьсꙗ,вьсѧ,в[сѧ|-p---mi--i:вьсѣми|-p---fa--i:вьсꙗ,вьсѣ,вьсѧ|-s---ma--i:весь,вьсь,весъ,въсь|-p---md--i:вьсѣмъ|-p---mg--i:вьсѣхъ|-s---ni--i:вьсѣмь|-s---mn--i:весь,вьсь|-s---nl--i:вьсемь|-p---fd--i:вьсѣмъ|-p---nn--i:вьсꙗ,вьсѧ|-p---ng--i:вьсѣхъ|-p---fg--i:вьсѣхъ|-s---mg--i:вьсего|-p---ni--i:всѣми|-p---fl--i:всѣхъ|-s---ng--i:вьсего|-s---md--i:въсемѹ,всѣмоу,всемоу,Всемоу|-p---nl--i:вьсѣхъ|-s---fg--i:вьсеꙗ|-s---fl--i:всеи,всѣи,всей|-s---fi--i:вьсею|-s---nd--i:всему,всѧмѹ,всемѹ,всѣмѹ,всемꙋ|-s---mi--i:всѣмъ|-s---ml--i:вьсемь|-p---nd--i:вьсѣмъ|-p---fi--i:вьсѣми
1711700;русь;русь;Ne;-s---fa--i;-s---fg--i:роуси|-s---fl--i:роусе|-s---fd--i:роуси|-s---fi--i:роусию
1711701;и;и;C-;---------n;no distractor
1711702;придоша;приити;V-;3paia----i;-pupamn-si:пришедъше,прешедъше,пришьдъше,пришед꙽ше|--pna----i:приити,прїити|-supamd-si:пришедъшю,пришьдъшю|3saia----i:прииде,прїйде,прїиде|-dupamn-si:пришедъша,пришьдъша|3daia----i:прїидоста|2dpma----i:придѣта|-supamn-si:пришедъ,Пришедъ,пришьдъ,пришедʼ|-dupamd-si:пришедъшема,пришьдъшема|-pupamd-si:пришедъшемъ,пришьдъшемъ|-pupamd-wi:пришедъшимъ|3ppia----i:прїидѹтъ,приидѹть,прїидꙋть,придоуть,приидуть|3spia----i:прїидетъ,приидеть,прїидеть|1paia----i:приидохомъ|2paia----i:прїидосте|1spia----i:прїиду,прїидѹ|2ppma----i:прїидѣте|-supamg-si:пришьдъша,пришедʼша|-sspamn-si:пришелъ,прішелъ,пришьлъ|1saia----i:приидохъ,прїидохъ,приидох꙽|-sspafn-si:пришьла|-pspamn-si:пришьли|2spma----i:прииди|1ppia----i:придемъ|-sppaml-wi:придущемь|-dspamn-si:пришьла|3piia----i:придѧху|-pupami-wi:пришедшими|2spia----i:придеши,придьши|-supana-wi:пришьдъшеѥ|-pspafn-si:пришли|-sspann-si:пришло|-supafd-si:пришьдъши|-supafn-si:пришедъши,пришьдъши|-sppama-wi:приидѹщии|3siia----i:приидѧше|2ppia----i:прїидѣте|-supamg-wi:пришедʼшаго|1ppma----i:прїидем|-supamn-wi:пришедыи|-dupamd-wi:пришдъшима|-pspann-si:пришла
1711703;старѣишии;старыи;A-;-s---mncwi;-s---fncwi:старѣишая|-s---fapwi:старую|-s---mgcwi:старѣишааго|-s---mnpsi:старъ|-s---fgpsi:стары|-s---facwi:старѣишюю|-s---mncti:старѣи|-s---mdcwi:старѣишему,старѣишемꙋ|-p---mapwi:старыя,Старыя|-p---mdcsi:старѣишимъ|-p---mgcwi:старѣишихъ|-p---mdcwi:старѣишимъ,стареишимъ|-s---mnswi:старѣишеи|-p---mlpwi:старых|-s---nncwi:старѣишее|-s---mnpwi:старыи,старои|-p---mdpwi:старымъ|-s---mgcsi:старѣиша|-s---mdpsi:старѹ,стару|-s---mapwi:старои|-s---ndpwi:старомѹ,старому|-s---napwi:старое|-s---ngpwi:старова,стараго|-s---mdpwi:старому|-p---mgpwi:старых|-s---mgpwi:старова,стараго|-s---fgpwi:старыя|-s---mdcsi:старѣишю|-p---fnpwi:старыѧ|-s---mapsi:старъ|-s---mncsi:старѣиши|-s---mgpsi:стара|-p---nipwi:старыми
1711704;рюрикъ;рюрикъ;Ne;-s---mn--i;no distractor
1711705;а;а;C-;---------n;no distractor
1711706;другии;другыи;Mo;-s---mn--i;-s---md--i:другому,дрѹгомѹ|-s---mi--i:дрѹгыимь|-s---fl--i:другой,дрѹгои|-s---na--i:дрѹгое,другое,дрѹгоѥ|-s---ml--i:дрѹгомъ|-s---ng--i:дрѹгово,другаго|-s---fg--i:дрѹгои|-p---ma--i:дрѹгїе,дрꙋгїе,другыѣ|-s---mg--i:дроугого|-s---fn--i:другая,дрѹгаа|-s---fd--i:другои,дрꙋгои|-s---fa--i:другую,дрѹгѹю|-p---fa--i:другие|-s---nn--i:дрꙋгое|-s---fi--i:дрꙋгою,дрѹгою|-p---qa--i:дрꙋгїе,дрꙋгїа|-s---nl--i:дрѹгомъ
1711707;синеоусъ;синеусъ;Ne;-s---mn--i;no distractor
1711708;на;на;R-;---------n;no distractor
1711709;бѣлѣѡзерѣ;бѣлоозеро;Ne;-s---nl--i;no distractor
1711710;а;а;C-;---------n;no distractor
1711711;третии;третии;Mo;-s---mn--i;-s---md--i:третьему,третьѥму|-s---fl--i:третьеи|-s---na--i:третьее,третьїе|-s---fn--i:третьяя|-s---ml--i:третьемъ|---------n:г҃.и,г.҃е|-p---ma--i:третие|-s---mg--i:третьꙗгѡ,третїѧго,третьяго|-s---nn--i:третьѥѥ|-s---fa--i:третюю|-p---fg--i:третихъ|-s---nl--i:трете|-s---qa--i:третьии|-s---fi--i:третьею|-s---fg--i:третїѧ|-s---ng--i:третьаго,третьꙗго|-p---fl--i:третьихъ|-s---ni--i:третьимь
1711712;изборьстѣ;изборьскъ;Ne;-s---ml--i;no distractor
1711713;труворъ;труворъ;Ne;-s---mn--i;no distractor
1711714;ѿ;отъ;R-;---------n;no distractor
1711715;тѣхъ;тыи;Pd;-p---mg--i;-s---nn--i:тое|-s---ma--i:той,тои,тꙑи|-p---mn--i:тыя,тые,тїи,тѣе,Тіи|-s---ni--i:тѣмь,тѣмъ,темъ,тѣмʼ,темь|-s---mg--i:того,тово,тогѡ,тог҃,тг҃о,Того|-s---nd--i:ткомоу|-s---ng--i:того,тово,тогѡ|-s---na--i:тое,тоє|-p---ma--i:тыꙗ,тыи|-s---mi--i:тѣмь,тѣмъ,темъ,тымъ,тымь|-p---md--i:тѣмъ,тѣмь,тѣ҃м,темь|-p---mi--i:тѣми,теми,тыми,Тѣми|-d---mn--i:та|-s---fl--i:тои,той|-s---fd--i:тои,той,тѡи,тъй|-s---mn--i:тои,теи,Тъй|-s---fn--i:тоѧ,Тая,тая|-s---nl--i:томъ,томь,тѡмь,тѡмъ,томо|-s---md--i:томоу|-s---ml--i:томъ,томь,тѡмь,томо|-s---fg--i:тоя,тои,тое,тоѣ,тоѧ,тоꙗ,тоє,тоѥ|-s---fa--i:тую,тѹю|-d---ma--i:та|-p---fn--i:тѣе|-p---ni--i:тѣми|-p---na--i:таѧ|-p---fa--i:тоѧ|-d---mg--i:тою|-s---fi--i:тою|-p---fd--i:тѣмъ|-p---nn--i:та,тѣ|-p---nd--i:тѣм|-p---fi--i:теми,тѣми|-d---md--i:тѣма|-d---nl--i:тию
1711716;прозва;прозъвати;V-;3paia----i;no distractor
1766183;сѧ;себе;Pk;3s---qa--i;3s---qd--i:собѣ,себе,себѣ|3s---md--i:собѣ,себе,собе,себѣ,Себѣ,сѣбѣ|3p---md--i:собѣ,себѣ|3s---ml--i:собѣ,себѣ,себе,СЕБѢ,сѣбѣ,събѣ|3s---qg--i:собе,себе,себѧ,себя|3s---fd--i:собѣ,сѣбе,себѣ,собҍ|3s---mi--i:соб[ою|3s---fi--i:собою|3s---mg--i:себе,собе,собя,себя,собѧ,себѣ,себѧ|3s---qi--i:собою|3s---ql--i:себѣ,собе|3s---fg--i:себѧ,сѣбѧ,себе|3s---fl--i:себѣ,собѣ|3s---fa--i:сїѧ|3p---mi--i:собою|3d---md--i:себе,себѣ|3s---nd--i:си|3s---ni--i:собою|3p---mg--i:себѣ,себе
1711717;руская;русьскыи;A-;-s---fnpwi;-s---nnpwi:руское|-p---mnpwi:роус҃стии|-s---fnpsi:рѹс҃ска|-s---mgpwi:рускаго|-p---mdpwi:роусьскымъ|-p---fapwi:руския,рѹскые|-p---mapwi:русьскыѣ|-s---fgpwi:русьскыя,русьскыѣ,русьскиѣ,рѹсьскꙑꙗ,рѹс҃скꙑꙗ|-s---mnpwi:русьскыи,сѹрьскꙑи,рѹсьскꙑи|-s---mdpwi:рѹсскомѹ|-s---mdpsi:руску|-p---mgpwi:рѹсьскꙑихъ,роусьскыхъ,роус҃скыхъ|-s---mipwi:рус҃скимъ|-p---mlpwi:роус҃скыхъ|-s---fapsi:русьску,рѹсьскѹ|-s---mlpwi:рѹсьстѣмь|-s---fapwi:роус҃скоую|-s---flpwi:русьстѣи,русьскѣи,рѹсьскѣи,рѹсьстей,рѹсьстѣи|-s---fdpwi:роусьскои|-s---fdpsi:русьстѣ|-s---flpsi:русьстѣ,рѹсьскѣ|-s---nipwi:русьскымь|-s---fgpsi:русьскы|-p---mnpsi:русскиѣ|-s---napwi:руское,рѹское|-p---mipwi:русскими|-p---flpwi:руских|-s---ndpwi:рѹсскомѹ|-s---mapwi:рѹськыи|-s---fipti:рускою|-p---fnpwi:рускія|-s---ngpwi:рускаго
1711718;землѧ;земля;Nb;-s---fn--i;-s---fa--i:земьлю|-s---fl--i:земьли|-s---fd--i:земли,землі,землѣ,землї,ȥемли|-p---fg--i:земель|-s---fi--i:землею|-p---fa--i:землѣ,земли,земля|-p---fd--i:землѧмъ,землꙗмъ,зѣмлꙗмъ,землямъ|-s---fv--i:земле,землѣ|-p---fl--i:землѧхъ|-p---fi--i:землями
1711719;новугородьци;новъгородьць;Nb;-p---mn--i;-p---md--i:новъгородьчемъ|-p---mg--i:новьгородьць,новъгородьць|-p---ma--i:новъгородьце,новг[оро]дце|-p---mi--i:новгородьци,новъгородци|-s---md--i:новгородцю|-s---mn--i:новгородець
1711720;ти;ти;Df;---------n;no distractor
1711721;суть;быти;V-;3ppia----i;3spia----i:есть,етсь,ѥсть,естъ,есте|-pppamd-wi:сѹщиимъ|3saia----i:бысть,бꙑсть,быстъ,быстʼ|3siia----i:будѧше,бѧшеть,бѹдꙗше,бѹдѧше,бꙋдѧше,бяшетъ,Бяшеть|-pppama-wi:сущая,сѹщаѧ|3pfia----i:боудоуть|-supamn-si:бывше|3piia----i:бѣахѹть|3paia----i:быша,бꙑша|-sspamn-si:былъ,был꙽,бꙑлъ,бꙑло,бꙑле|--pna----i:быти,бꙑти,быть,Быти|-pppamn-si:соущи,соуще|3diia----i:бѧста,бѣста,беста|1piia----i:бѧхомъ|-pspann-si:была,были|-sppafd-wi:сущеи,сѹщеи|-sppafd-si:сущи,суще,сѹщи,сѹще|-sppamg-si:соуща|1spia----i:ес꙽мь,есемо,есьмь,есьмъ|3spma----i:буди,бѹди,бѹдь,бꙋди|3daia----i:быста,бѣста,бꙑста|3sfia----i:боудеть,боудетъ,боудѣте,боудѣть,боудѣтѣ|-supafd-si:бывъши|-supanl-wi:бывшемъ|-supang-wi:бывшаго|-sfpama-wi:будущии,будущїи,бѹдѹщии,бѹдѹщиї|-sfpamn-wi:будущии|-pppamg-wi:сѹщиихъ|1ppia----i:ес꙽мы|-pfpama-wi:будущая|2spia----i:бѹдеши,бѹдьше|1paia----i:быхомъ,быхъмъ|2ppia----i:есте,ѥсте,естя,єсте|-pupamn-si:бывъше|-sppafa-si:сущю,сѹщю,сѹщȣ,сѹщѹ|-supafn-si:бывши|1sfia----i:буду,бѹдѹ|2spma----i:буди,бѹди,бꙋди|-sppafn-si:соущи|-pupana-wi:бывшая|1pfia----i:будемъ|-sspafn-si:была|-pspamn-si:были,Были|2paia----i:бысте,бѣсте|-sppang-wi:сущаго,сѹщаго|2dfia----i:будета|3dpia----i:еста,ѥста|2sfia----i:бѹдеш]и|-pupamd-wi:бывшимъ|-supamd-si:бывъшю,быв꙽шѹ|-sppamn-wi:соущїи|-sspann-si:был҃о|-supana-wi:бывъшеѥ|-supafa-si:бывшю,бывши|-pppama-si:суща,сѹща|-pppamd-si:сущемъ,сѹщемъ|-sppamd-si:сущю,сѹщю,сущу,сѹщѹ,сѹщȣ,сꙋщꙋ,сѹщꙋ|1saia----i:быхъ,бѧхъ,бꙑхо|2daia----i:быста|-dppamn-si:суща|2dpia----i:еста,ѥста|-sppafa-wi:сущюю|-sppama-si:сущи,сѹщь|-sppand-si:соущꙋ|2pfia----i:боудѣте|1dpia----i:есвѣ,есвҍ|1siia----i:бѣхъ|1dfia----i:будевѣ,бѹдевѣ|-pspafn-si:были|-supand-si:бывъшю,быв꙽шѹ|-sppamg-wi:сѹщааго|-pppamn-wi:соущїи|-pppami-wi:сѹщиими|-sfpamg-wi:бѹдѹщаго|-dppamg-si:сѹщю|-dupamg-si:бывъшю|2saia----i:бысть|2ppma----i:будѣте|-sfpaml-wi:бѹдѹщемъ|-pppann-wi:сущие|-sppann-wi:сущее|-supamn-wi:бывыи,бывьї|-sppamn-si:сѹщь,буда|-supamg-si:бывъша|2siia----i:бѣ|-pppaml-wi:сѹщиихъ|-sppann-si:сѹще|-pppana-si:сѹща|-sppafn-wi:сѹщаꙗ,сѹщаѧ|-sppana-si:сѹще|-pppang-wi:сѹщиихъ,бѹдꙋщих|-sppama-wi:сѹщии|-pppana-wi:соущаѧ|-pppand-si:сѹщемъ|-sppamd-wi:сѹщюѹмѹ|-pupamn-wi:бывъшеи|1ppma----i:бѹдѣмъ|-pupamd-si:бывъшемъ|-sppang-si:сѹща|-dppamd-si:сѹщема|-pupamg-wi:бывъшиихъ|-pppafd-wi:соущимъ|-supafa-wi:бывшꙋю,бывшюю|-supamg-wi:быв꙽шаго|-sfpang-wi:бѹдꙋщаго|-pfpann-wi:бѹдѹщаѧ|-supann-wi:быв꙽шее|-pfpand-wi:бѹдꙋщим|-sfpana-wi:бѹдꙋщее|-pfpana-wi:бѹдꙋщаѧ,будущая|-pupang-wi:быв꙽шихъ|-sppana-wi:сѹщее|-pupama-wi:быв꙽шаѧ|-dspamn-si:была|-supama-wi:бывшии|-pppann-si:суща|-dupamg-wi:бывшею|-supang-si:бывша
1711722;людье;людие;Nb;-p---mn--i;-p---ma--i:людиѥ|-p---mg--i:людии,лидии,людїи,людей,людеи,людѣи|-p---mi--i:людьми,людʼми,людеми|-p---md--i:людемъ,людямъ,людьмъ,людѣмъ,людеми|-p---ml--i:людехех|-p---nd--i:людем|-s---na--i:люд҃ѥ
1711723;нооугородьци;новъгородьць;Nb;-p---mn--i;-p---md--i:новъгородьчемъ|-p---mg--i:новьгородьць,новъгородьць|-p---ma--i:новъгородьце,новг[оро]дце|-p---mi--i:новгородьци,новъгородци|-s---md--i:новгородцю|-s---mn--i:новгородець
1711724;ѿ;отъ;R-;---------n;no distractor
1711725;рода;родъ;Nb;-s---mg--i;-s---mn--i:родъ,Родъ|-p---mi--i:роды|-s---mi--i:родомъ,родомь,родъмь|-s---ml--i:родѣ,родꙋ,родѹ|-s---ma--i:родъ,рѡд꙽|-p---md--i:родомъ|-p---ma--i:роды,роди|-s---md--i:родоу|-p---mn--i:роди|-p---mg--i:родовъ
1711726;варѧжьска;варяжьскыи;A-;-s---mgpsi;-s---ndpwi:варѧжьскому|-s---napwi:варѧжьское|-s---mipwi:варѧжьскым|-s---fnpwi:варѧзьскаꙗ
